pattern_id,stop_order,station_id
IC01,1,C01
IC01,2,C02
IC01,3,C03
IC01,4,C04
IC01,5,C05
IC01,6,C06
IC01,7,C07
IC01,8,C08
IC01,9,C09
IC01,10,C10
IC01,11,C11
IC01,12,C12
IC01,13,C13
IC01,14,C14
IC01,15,C15
